Дата,Час,"Объем полного планового потребления, МВт.ч","Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.","Объем покупки по регулируемым договорам, МВт.ч","Объем покупки на РСВ, МВт.ч","Объем продажи в обеспечение РД, МВт.ч","Максимальный индекс равновесной цены, руб./МВт.ч","Минимальный индекс равновесной цены, руб./МВт.ч"
2021.12.31,12,105 936.167,1 612.75,18 729.899,80 345.274,18.699,2 280.15,1 056.98
2021.12.31,13,105 747.484,1 621.76,18 729.899,80 151.368,27.593,2 271.57,1 071.88
2021.12.31,14,106 088.111,1 624.88,18 729.899,80 476.773,18.660,2 274.26,1 079.40
2021.12.31,15,106 934.648,1 620.57,18 729.899,81 337.486,16.164,2 241.44,1 086.22
2021.12.31,16,108 692.736,1 635.73,18 729.899,83 120.921,7.992,2 246.52,1 084.43
2021.12.31,17,109 590.905,1 647.53,18 729.899,84 040.476,7.270,2 257.94,1 081.15
2021.12.31,18,108 937.412,1 651.46,35 103.045,67 044.533,35.057,2 331.05,1 075.62
2021.12.31,19,107 456.370,1 635.89,35 103.045,65 587.257,53.453,2 302.85,1 059.78
2021.12.31,20,105 617.784,1 628.07,35 103.045,63 776.812,87.678,2 268.90,1 046.34
2021.12.31,21,103 580.101,1 600.90,35 103.045,61 766.721,135.472,2 243.73,1 037.17
2021.12.31,22,100 899.161,1 505.45,8 734.854,85 342.387,4.009,2 304.55,999.70
2021.12.31,23,98 305.564,1 364.85,8 734.854,82 701.752,8.992,2 293.05,939.60
2022.01.01,0,94 888.350,1 121.63,9 513.270,78 305.416,7.612,2 238.15,776.27
2022.01.01,1,93 174.681,1 065.66,9 513.270,76 567.471,13.386,1 770.03,757.64
2022.01.01,2,92 613.503,1 054.63,9 513.270,76 050.012,65.879,1 753.59,758.49
2022.01.01,3,91 650.857,1 014.28,9 513.270,75 110.040,89.471,1 712.33,713.97
2022.01.01,4,91 073.037,998.99,9 513.270,74 545.287,101.146,1 705.46,690.51
2022.01.01,5,91 189.622,996.33,9 513.270,74 652.299,89.093,1 619.31,691.61
2022.01.01,6,91 795.284,1 007.26,24 438.562,60 288.614,66.106,1 652.01,701.00
2022.01.01,7,92 138.442,1 014.08,24 438.562,60 598.678,55.545,1 698.20,701.15
2022.01.01,8,91 827.119,912.95,20 490.544,64 437.843,233.096,1 564.06,600.54
2022.01.01,9,93 078.091,960.68,20 490.544,65 570.649,135.044,1 727.80,630.33
2022.01.01,10,94 409.114,1 030.62,20 490.544,66 880.810,105.804,1 760.83,689.86
2022.01.01,11,95 364.593,1 065.99,20 490.544,67 816.342,86.259,1 776.60,723.32
2022.01.01,12,95 989.606,1 112.84,20 490.544,68 441.430,74.704,2 122.15,747.87
2022.01.01,13,96 499.192,1 083.49,20 490.544,68 949.209,65.069,1 772.95,755.70
2022.01.01,14,97 089.200,1 091.13,20 490.544,69 560.386,67.862,1 779.76,758.87
2022.01.01,15,98 071.698,1 100.32,20 490.544,70 551.845,59.191,1 735.44,765.37
2022.01.01,16,99 846.569,1 103.72,20 490.544,72 333.610,35.365,1 743.36,766.96
2022.01.01,17,101 370.414,1 151.85,20 490.544,73 861.292,11.298,2 183.54,782.28
2022.01.01,18,101 293.856,1 154.41,38 533.626,55 845.047,122.294,2 200.80,783.95
2022.01.01,19,100 738.304,1 148.08,38 533.626,55 304.253,138.712,2 099.73,781.58
2022.01.01,20,99 840.425,1 148.00,38 533.626,54 434.751,175.119,2 082.43,783.41
2022.01.01,21,98 514.250,1 140.91,38 533.626,53 180.747,252.562,2 065.03,0.00
2022.01.01,22,96 188.623,1 080.40,9 513.270,79 632.315,4.486,1 714.41,762.89
2022.01.01,23,93 752.169,1 035.48,9 513.270,77 179.869,3.800,1 765.78,724.37
2022.01.02,0,92 413.173,986.71,9 513.270,75 874.960,19.395,1 612.12,679.67
2022.01.02,1,90 938.243,934.51,9 513.270,74 418.543,57.375,1 411.06,647.21
2022.01.02,2,90 086.820,905.57,9 513.270,73 588.398,107.627,1 227.41,620.93
2022.01.02,3,89 814.188,881.35,9 513.270,73 331.990,131.342,1 168.27,593.29
2022.01.02,4,90 027.846,918.58,9 513.270,73 543.813,141.679,1 244.73,628.98
2022.01.02,5,90 897.134,941.18,9 513.270,74 380.603,115.524,1 250.62,644.51
2022.01.02,6,91 595.867,962.67,24 438.562,60 103.745,66.856,1 340.33,663.85
2022.01.02,7,93 279.334,1 039.71,24 438.562,61 784.050,46.986,1 443.56,716.77
2022.01.02,8,95 572.841,1 169.10,20 490.544,68 221.752,209.797,1 712.65,818.04
2022.01.02,9,97 487.283,1 369.86,20 490.544,70 045.773,75.016,2 077.82,933.30
2022.01.02,10,99 331.293,1 441.40,20 490.544,71 869.515,39.892,2 156.24,1 001.39
2022.01.02,11,100 102.068,1 454.82,20 490.544,72 631.074,32.083,2 166.40,1 024.67
2022.01.02,12,100 225.012,1 456.98,20 490.544,72 744.254,38.837,2 158.41,1 024.38
2022.01.02,13,100 194.835,1 459.51,20 490.544,72 730.066,40.450,2 153.52,1 016.66
2022.01.02,14,100 595.300,1 479.47,20 490.544,73 151.364,45.817,2 152.24,1 033.85
2022.01.02,15,101 590.281,1 479.20,20 490.544,74 160.184,39.556,2 157.73,1 028.52
2022.01.02,16,103 504.494,1 494.65,20 490.544,76 085.511,24.632,2 128.33,1 052.04
2022.01.02,17,104 548.201,1 513.45,20 490.544,77 142.290,7.748,2 211.96,1 053.78
2022.01.02,18,104 324.443,1 510.99,38 533.626,58 982.116,106.109,2 216.97,1 045.51
2022.01.02,19,103 625.864,1 502.84,38 533.626,58 293.412,124.744,2 197.29,1 038.09
2022.01.02,20,102 410.134,1 500.83,38 533.626,57 102.124,151.387,2 208.04,1 021.32
2022.01.02,21,100 799.254,1 455.02,38 533.626,55 521.892,195.167,2 152.10,996.92
2022.01.02,22,97 911.117,1 303.88,9 513.270,81 427.228,4.014,2 125.31,909.43
2022.01.02,23,95 003.592,1 137.93,9 513.270,78 465.124,3.926,2 082.95,790.55
